"__uid","__parent_uid","script_name","script_code","script_type","script_family","script_direction","script_baseline","script_whiteSpace","script_features","script_typicalFont","script_alternateNames","script_numericCode","script_casing","script_diacritics","script_contextualForms","script_complexPos","script_reordering","script_splitGraphs","script_ligatures","script_sample","__display_name","script_displayCode","script_openTypeTags","script_status","script_numericCodePlus","script_sortName","script_shortName","script_subjectTabFlags"
"5h957hefeg","","Runic","Runr","alphabet","European","LTR","bottom","none","","","","211","no","no","[unknown]","no","no","no","[unspecified]","a:8:{s:9:""file_name"";s:9:""Runic.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:49:""From Wikipedia. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Runic [Runr]","Runr","runr","Historical","211 (left-to-right alphabetic)","Runic","Runic script","83"
"668fa8b9hg","","Samaritan","Samr","abjad","Middle Eastern","RTL","bottom","none","","","","123","no","yes","yes","yes","[unknown]","[unknown]","none","a:8:{s:9:""file_name"";s:13:""Samaritan.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:62:""Copper Kettle, Flickr, 2008. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Samaritan [Samr]","Samr","samr","Current","123 (right-to-left alphabetic)","Samaritan","Samaritan script","83"
"dd2cf98gh3","","Sarati","Sara","abugida","Artificial","other","hanging","[unspecified]","","","","292","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:17:""Sarati_sample.PNG"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:29:""Sample of Sarati Eldamar font"";s:6:""author"";s:15:""Måns Björkman"";s:9:""copyright"";s:14:""© 2004–2006"";s:5:""notes"";s:22:""(Licensed as freeware)"";}","Sarati [Sara]","Sara","","Fictional","292 (left-to-right alphabetic)","Sarati","Sarati script","83"
"7693g59cag","","Saurashtra","Saur","abugida","Indic","LTR","hanging","[unspecified]","","","","344","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","optional","a:8:{s:9:""file_name"";s:21:""Sourashtra_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:35:""Detail from Sourashtra Niithi sambu"";s:6:""author"";s:18:""Kondaasenthilkumar"";s:9:""copyright"";s:13:""CC BY-SA 4.0 "";s:5:""notes"";s:0:"""";}","Saurashtra [Saur]","Saur","saur","Current","344 (alphasyllabic)","Saurashtra","Saurashtra script","83"
"af4ba883ag","","SignWriting","Sgnw","featural","Signed Language","vertical (LTR) and horizontal (LTR)","vertical","[unspecified]","","","","95","no","yes","yes","yes","no","yes","required","a:8:{s:9:""file_name"";s:20:""signwriting-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:52:""From signbank.org. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","SignWriting [Sgnw]","Sgnw","sgnw","Current","095 (hieroglyphic/cuneiform)","SignWriting","SignWriting","83"
"bg36b2ahe6","","Shavian (Shaw)","Shaw","alphabet","Artificial","LTR","bottom","between words","","","","281","no","no","[unknown]","[unknown]","no","no","required","a:8:{s:9:""file_name"";s:16:""Shavian-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:94:""Excerpt from from Kingsley Read's ""Suggestions for Writing"". See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Shavian (Shaw) [Shaw]","Shaw","shaw","Historical","281 (left-to-right alphabetic)","Shavian (Shaw)","Shavian script","83"
"8bfe94ae76","","Sinhala","Sinh","abugida","Indic","LTR","bottom","between words","","","","348","no","yes","yes","[unknown]","yes","yes","required","a:8:{s:9:""file_name"";s:18:""Sinhala_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:71:""Detail from photo of a wall with posters in Sinhala script in Sri Lanka"";s:6:""author"";s:76:""Original photo taken by Soman Copyrighted material edited out by Jasy_jatere"";s:9:""copyright"";s:12:""CC-BY-SA-ALL"";s:5:""notes"";s:0:"""";}","Sinhala [Sinh]","Sinh","sinh","Current","348 (alphasyllabic)","Sinhala","Sinhala script","91"
"b7473b73fe","","Sundanese","Sund","abugida","Insular Southeast Asian","LTR","bottom","between words","","","","362","no","yes","[unknown]","[unknown]","yes","[unknown]","optional","a:8:{s:9:""file_name"";s:18:""Sundanese-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:75:""Excerpt from a Sundanese vocabulary list. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Sundanese [Sund]","Sund","sund","Current","362 (alphasyllabic)","Sundanese","Sundanese script","83"
"agbhhb2bba","","Syloti Nagri","Sylo","abugida","Indic","LTR","hanging","between words","","","","316","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","required","a:8:{s:9:""file_name"";s:18:""nagri-crop.png.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:49:""From Wikipedia. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Syloti Nagri [Sylo]","Sylo","sylo","Current","316 (alphasyllabic)","Syloti Nagri","Syloti Nagri script","83"
"f2h9b743gh","","Syriac","Syrc","abjad","Middle Eastern","RTL","bottom","between words","","","","135","no","yes","yes","yes","[unknown]","[unknown]","optional","a:8:{s:9:""file_name"";s:15:""Syriac-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:70:""Sandrine Alexie via fotopedia, 2010. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Syriac [Syrc]","Syrc","syrc","Current","135 (right-to-left alphabetic)","Syriac","Syriac script","91"
"6539hacfhb","","Syriac (Estrangelo variant)","Syre","abjad","Middle Eastern","RTL","bottom","between words","","","","138","no","yes","yes","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:19:""estrangelo-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:49:""From Wikipedia. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Syriac (Estrangelo variant) [Syre]","Syre","","Historical","138 (right-to-left alphabetic)","Syriac (Estrangelo variant)","Syriac script, Estrangelo variant","91"
"95253cd878","","Syriac (Western variant)","Syrj","abjad","Middle Eastern","RTL","bottom","between words","","","","137","no","yes","yes","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:14:""serto-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:49:""From Wikipedia. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Syriac (Western variant) [Syrj]","Syrj","","Current","137 (right-to-left alphabetic)","Syriac (Western variant)","Syriac script, Western variant","91"
"g9462hg4c5","","Syriac (Eastern variant)","Syrn","abjad","Middle Eastern","RTL","bottom","between words","","","","136","no","yes","yes","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:20:""east-syriac-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:49:""From Wikipedia. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Syriac (Eastern variant) [Syrn]","Syrn","","Current","136 (right-to-left alphabetic)","Syriac (Eastern variant)","Syriac script, Eastern variant","91"
"c6abgb794e","","Tagbanwa","Tagb","abugida","Insular Southeast Asian","LTR","bottom","[unspecified]","","","","373","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:26:""Tagbanwa_script_sample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:25:""Sample of Tagbanwa script"";s:6:""author"";s:18:""M. Adiputra (2011)"";s:9:""copyright"";s:12:""CC-BY-SA 3.0"";s:5:""notes"";s:0:"""";}","Tagbanwa [Tagb]","Tagb","tagb","Current","373 (alphasyllabic)","Tagbanwa","Tagbanwa script","83"
"h2aghe45a3","","Tai Le","Tale","abugida","Mainland Southeast Asian","LTR","bottom","between phrases","","","","353","no","yes","[unknown]","[unknown]","no","no","[unspecified]","a:8:{s:9:""file_name"";s:9:""TaiLe.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:91:""Dr John Hartmann, 'Excerpt from the Mulberry Manuscript'. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Tai Le [Tale]","Tale","tale","Current","353 (alphasyllabic)","Tai Le","Tai Le script","83"
"4fg5agb7d7","","New Tai Lue","Talu","abugida","Mainland Southeast Asian","LTR","hanging","[unspecified]","","","Xishuangbanna Dai","354","no","yes","[unknown]","[unknown]","yes","yes","optional","a:8:{s:9:""file_name"";s:13:""NewTaiLue.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:54:""New Tai Lue script sample using the SIL Dai Banna font"";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","New Tai Lue [Talu]","Talu","talu","Current","354 (alphasyllabic)","New Tai Lue","New Tai Lue script","83"
"gh597fg3dd","","Tamil","Taml","abugida","Indic","LTR","bottom","between words","","","","346","no","yes","yes","yes","yes","yes","required","a:8:{s:9:""file_name"";s:14:""Tamil-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:90:""From the Universal Declaration of Human Rights in Tamil. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Tamil [Taml]","Taml","taml, tml2","Current","346 (alphasyllabic)","Tamil","Tamil script","91"
"gf42e7a9fh","","Tai Viet","Tavt","abugida","Mainland Southeast Asian","LTR","bottom","discretionary","","","","359","no","yes","yes","yes","yes","yes","required","a:8:{s:9:""file_name"";s:19:""Tai_viet_sample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:90:""""Mr. Countless Warts"", recorded 1969-70 by B.Q., transcribed by Jay and Dorothy Fippinger."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Tai Viet [Tavt]","Tavt","tavt","Current","359 (alphasyllabic)","Tai Viet","Tai Viet script","95"
"g2gdg7553e","","Telugu","Telu","abugida","Indic","LTR","bottom","between words","","","","340","no","yes","yes","yes","no","no","required","a:8:{s:9:""file_name"";s:15:""telugu-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:81:""karikīkaṭ (Let us Read), via Gondwana, 2008. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Telugu [Telu]","Telu","telu, tel2","Current","340 (alphasyllabic)","Telugu","Telugu script","91"
"g23d9a269f","","Tengwar","Teng","abugida","Artificial","LTR","bottom","discretionary","","","","290","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","optional","a:8:{s:9:""file_name"";s:11:""Tengwar.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:73:""Excerpt from Namárië. From Wikipedia. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Tengwar [Teng]","Teng","","Fictional","290 (left-to-right alphabetic)","Tengwar","Tengwar script","83"
"f29f3e737h","","Tifinagh (Berber)","Tfng","alphabet","African","[unspecified]","bottom","between words","","","'Tifinagh' in linguistic circles generally refers to the old Berber abjad; what is referred to in the ISO, and what is discussed on this page, is called 'Neo-Tifinagh' by many linguists.","120","no","yes","yes","no","no","no","optional","a:8:{s:9:""file_name"";s:17:""Tifinagh-Crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:88:""Tifinagh carving, used with permission of Tim Brookes. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Tifinagh (Berber) [Tfng]","Tfng","tfng","Current","120 (right-to-left alphabetic)","Tifinagh (Berber)","Tifinagh script","83"
"bb5h9cdeb3","","Tagalog (Baybayin, Alibata)","Tglg","abugida","Insular Southeast Asian","LTR","bottom","none","","","","370","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:18:""Tagalog_sample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:62:""Detail from The lyrics of Lupang Hinirang  (see Use & History)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Tagalog (Baybayin, Alibata) [Tglg]","Tglg","tglg","Historical","370 (alphasyllabic)","Tagalog (Baybayin, Alibata)","Tagalog script","83"
"c3ea4bf9h5","","Thaana","Thaa","alphabet","Indic","RTL bidirectional","bottom","discretionary","","","","170","no","yes","[unknown]","[unknown]","no","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:16:""thaanasample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:99:""From the Universal Declaration of Human Rights in Maldivian. See Sources & References subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Thaana [Thaa]","Thaa","thaa","Current","170 (right-to-left alphabetic)","Thaana","Thaana script","83"
"9dbfb23554","","Thai","Thai","abugida","Mainland Southeast Asian","LTR","bottom","discretionary","","","","352","no","yes","no","yes","yes","yes","none","a:8:{s:9:""file_name"";s:13:""thai-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:64:""madaboutasia via Flickr, 2005. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Thai [Thai]","Thai","thai","Current","352 (alphasyllabic)","Thai","Thai script","95"
"df8g5de8cf","","Tibetan","Tibt","abugida","Central Asian","LTR","hanging","none","","","","330","no","yes","yes","yes","[unknown]","[unknown]","required","a:8:{s:9:""file_name"";s:16:""Tibetan-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:61:""Steve Taylor, Flickr, 2005. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Tibetan [Tibt]","Tibt","tibt","Current","330 (alphasyllabic)","Tibetan","Tibetan script","83"
"725e2hghg4","","Ugaritic","Ugar","alphabet","Middle Eastern","LTR","centered","none","","","","40","no","no","no","[unknown]","[unknown]","[unknown]","none","a:8:{s:9:""file_name"";s:19:""Ugaritic_sample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:27:""Ugaritic cuneiform alphabet"";s:6:""author"";s:10:""M Adiputra"";s:9:""copyright"";s:30:""© 2011  License: cc-by-sa 3.0"";s:5:""notes"";s:0:"""";}","Ugaritic [Ugar]","Ugar","ugar","Historical","040 (hieroglyphic/cuneiform)","Ugaritic","Ugaritic script","83"
"f9acc6bf2c","","Vai","Vaii","syllabary","African","LTR","bottom","none","","","","470","no","yes","yes","no","no","no","optional","a:8:{s:9:""file_name"";s:12:""Vai-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:88:""From the Universal Declaration of Human Rights in Vai. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Vai [Vaii]","Vaii","vai","Current","470 (syllabic)","Vai","Vai script","83"
"e9ga8gb2c3","","Visible Speech","Visp","featural","Artificial","LTR","bottom","between words","","","","280","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:24:""VisibleSpeech_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:59:""Detail from Visible Speech illustration (see Use & History)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Visible Speech [Visp]","Visp","","Historical","280 (left-to-right alphabetic)","Visible Speech","Visible Speech script","83"
"bg297h8fd4","","Old Persian","Xpeo","alphabet","Middle Eastern","LTR","bottom","[unspecified]","","","","30","no","yes","no","[unknown]","no","no","[unspecified]","a:8:{s:9:""file_name"";s:21:""OldPersian_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:63:""Old Persian inscription at Persepolis, Iran (see Use & History)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:19:""© Ginolerhino 2002"";s:5:""notes"";s:0:"""";}","Old Persian [Xpeo]","Xpeo","xpeo","Historical","030 (hieroglyphic/cuneiform)","Old Persian","Old Persian script","83"
"365gaa97db","","Cuneiform, Sumero-Akkadian","Xsux","logo-syllabary","Middle Eastern","LTR","bottom","none","","","","20","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:18:""cuneiform-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:57:""Nickmard, Flickr, 2008. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Cuneiform, Sumero-Akkadian [Xsux]","Xsux","xsux","Historical","020 (hieroglyphic/cuneiform)","Cuneiform, Sumero-Akkadian","Cuneiform script","83"
"df93a7c769","","Yi","Yiii","syllabary","East Asian","vertical (RTL) and horizontal (LTR)","bottom","none","","","","460","no","yes","yes","no","no","no","none","a:8:{s:9:""file_name"";s:14:""silyi-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:71:""SIL, excerpt from a traditional song. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Yi [Yiii]","Yiii","yi","Current","460 (syllabic)","Yi","Yi script","83"
"gc64c4b296","","Mathematical notation","Zmth","[unspecified]","Artificial","LTR","bottom","[unspecified]","","","","995","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","","Mathematical notation [Zmth]","Zmth","","Current","995 (private use, alias, or special)","Mathematical notation","Mathematical notation","65"
"e5ghe77ca6","","Symbols","Zsym","[unspecified]","","[unspecified]","[unspecified]","[unspecified]","","","","996","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:18:""Symbols_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:43:""Miscellaneous symbols (from Unicode charts)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Symbols [Zsym]","Zsym","","Current","996 (private use, alias, or special)","Symbols","Symbols","3"
"33be435cb6","","Code for unwritten documents","Zxxx","[unspecified]","[unspecified]","[unspecified]","[unspecified]","[unspecified]","","","","997","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","","Code for unwritten documents [Zxxx]","Zxxx","","","997 (private use, alias, or special)","Code for unwritten documents","Code for unwritten documents","2"
"63g9542c7c","","Code for undetermined script","Zyyy","[unspecified]","[unspecified]","[unspecified]","[unspecified]","[unspecified]","","","","998","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","","Code for undetermined script [Zyyy]","Zyyy","","","998 (private use, alias, or special)","Code for undetermined script","Code for undetermined script","3"
"ge2bab4962","","Code for uncoded script","Zzzz","[unspecified]","[unspecified]","[unspecified]","[unspecified]","[unspecified]","","","","999","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","","Code for uncoded script [Zzzz]","Zzzz","","","999 (private use, alias, or special)","Code for uncoded script","Code for uncoded script","67"
"njjfa2ptxw","","Grantha","Gran","abugida","Indic","LTR","hanging","between words","","","","343","no","yes","yes","[unknown]","[unknown]","[unknown]","required","a:8:{s:9:""file_name"";s:11:""Grantha.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:49:""From Wikipedia. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Grantha [Gran]","Gran","gran","Current","343 (alphasyllabic)","Grantha","Grantha script","83"
"spd59urwmr","","Meroitic Cursive","Merc","alphabet","Middle Eastern","RTL","bottom","none","[none]","","","101","no","no","[unknown]","no","no","[unknown]","required","a:8:{s:9:""file_name"";s:21:""meroitic-crop.png.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:49:""From Wikipedia. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Meroitic Cursive [Merc]","Merc","merc","Historical","101 (right-to-left alphabetic)","Meroitic Cursive","Meroitic Cursive script","83"
"bpjen7mqp8","","Code for inherited script","Zinh","[unspecified]","[unspecified]","[unspecified]","[unspecified]","[unspecified]","","","","994","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","","Code for inherited script [Zinh]","Zinh","","","994 (private use, alias, or special)","Code for inherited script","Code for inherited script","65"
"tf4msnednb","","Naxi Geba (na²¹ɕi³³ gʌ²¹ba²¹, 'Na-'Khi ²Ggŏ-¹baw, Nakhi Geba)","Nkgb","syllabary","Central Asian","LTR","bottom","[unspecified]","[none]","","","420","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:21:""Naxi_Geba_sample3.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:43:""Naxi Geba script sample (see Use & History)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:15:""© Daderot 2011"";s:5:""notes"";s:0:"""";}","Naxi Geba (na²¹ɕi³³ gʌ²¹ba²¹, 'Na-'Khi ²Ggŏ-¹baw, ","Nkgb","","Historical","420 (syllabic)","Naxi Geba (na²¹ɕi³³ gʌ²¹ba²¹, 'Na-'Khi ²Ggŏ-¹baw, Nakhi Geba)","Naxi Geba script","67"
"l8449v2whw","","Old South Arabian","Sarb","abjad","Middle Eastern","RTL","bottom","[unspecified]","[none]","","","105","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","optional","a:8:{s:9:""file_name"";s:26:""OldSouthArabian_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:48:""Sabaean inscriptions in Old South Arabian script"";s:6:""author"";s:17:""See Use & History"";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Old South Arabian [Sarb]","Sarb","sarb","Historical","105 (right-to-left alphabetic)","Old South Arabian","Old South Arabian script","83"
"c666278dn8","","Kpelle","Kpel","syllabary","African","LTR","bottom","[unspecified]","[none]","","","436","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:27:""Kpelle_syllabary_sample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:36:""Kpelle syllabary (see Use & History)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:15:""(public domain)"";s:5:""notes"";s:0:"""";}","Kpelle [Kpel]","Kpel","","Current","436 (syllabic)","Kpelle","Kpelle script","83"
"wb7fswnfkb","","Old North Arabian (Ancient North Arabian)","Narb","abjad","Middle Eastern","LTR","bottom","none","[none]","","The script is also commonly called 'Ancient North Arabian' by Semiticists.  See http://scriptsource.org/entry/kxqrzv3gel for more details.","106","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:12:""nosample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:0:"""";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Old North Arabian (Ancient North Arabian) [Narb]","Narb","narb","Historical","106 (right-to-left alphabetic)","Old North Arabian (Ancient North Arabian)","Old North Arabian script","83"
"ar9mby9bvg","","Nabataean","Nbat","abjad","Middle Eastern","RTL","bottom","[unspecified]","[none]","","","159","no","[unknown]","yes","[unknown]","[unknown]","[unknown]","required","a:8:{s:9:""file_name"";s:20:""Nabataean_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:116:""Fragmentory inscription bearing the signature of “Shudu, craftsman” in Nabataean script. Basalt, 1st century AD."";s:6:""author"";s:7:""Unknown"";s:9:""copyright"";s:15:""(Public Domain)"";s:5:""notes"";s:0:"""";}","Nabataean [Nbat]","Nbat","nbat","Historical","159 (right-to-left alphabetic)","Nabataean","Nabataean script","83"
