entrytype,entrysubtype,key,title,author,editor,sortname,journaltitle,booktitle,series,organization,presort,url,date,urldate,isbn,issn,publisher,location,pages,volume,number,keywords,addendum,abstract,annotation,SS Rec Type,SS UID,Link Text,Larger Work,ID,Type,Orig Date,,,,
book,,weiyuanhui1989,Han Yi Cidian 汉彝词典 [Chinese Yi Dictionary],,Bianyi Weiyuanhui《Han Yi Cidian》《汉彝词典》编译委员会 [Han Yi Dictionary Editorial and Translation Committee],Weiyuanhui,,,,,,,1989-04-01,,7-5409-0213-2/H·18,,Sichuan Minzu Chubanshe 四川民族出版社,Chengdu 成都,,,,"script-yiii, script-hans, lang-iii, lang-cmn",,"Most comprehensive official reference for translating Chinese to Yi. Adds (Sichuan) Yi language translation and some examples to 53,000+ entries from Xiandai Hanyu Cidian 《现代汉语词典》1983.  Uses standardized Yi syllables and romanization according to the Scheme for Yi Language Standardization 《彝文规范方案》1980. Nine appendices: language standards, geographic regions, minority nationalities, Chinese history, Yi nationality, weights and measures.","Most comprehensive official reference for translating Chinese to Yi. Adds (Sichuan) Yi language translation and some examples to 53,000+ entries from Xiandai Hanyu Cidian 《现代汉语词典》1983.  Uses standardized Yi syllables and romanization according to the Scheme for Yi Language Standardization 《彝文规范方案》1980. Nine appendices: language standards, geographic regions, minority nationalities, Chinese history, Yi nationality, weights and measures.",book,nl5kaqekne,,,7-5409-0213-2/H·18,,April 1989,,,,
book,,weiyuanhui1997,nip hxop ddop zhy ap mop ꆀꉙꅇꍝꀋꃀ　Yiyu Da Cidian 彝语大词典 [Yi Language Big Dictionary],,Bianzuan Weiyuanhui 《Yiyu Da Cidian》《彝语大词典》编纂委员会 [Yi Language Big Dictionary Editorial Committee],Weiyuanhui,,,,,,,1997-08-01,,7-5409-1980-9/H·66,,Sichuan Minzu Chubanshe 四川民族出版社,Chengdu 成都,,,,"script-yiii, lang-iii",,"Official standard Yi language dictionary. All content in (Sichuan) Yi syllable symbols (no translation). 40,000+ headwords, romanization, definitions and examples. Not strictly lexical: entries are syllables, words, proverbs, and expressions. Indexed by romanization and by radical+stroke. Major alphabetic headings for Yi Pinyin graphemes in their standard order. Thirteen appendices, e.g., language standards; geographic regions; minority nationalities; Chinese history; chemical elements; Yi syllabary table; map of Yi region with Yi names.","Official standard Yi language dictionary. All content in (Sichuan) Yi syllable symbols (no translation). 40,000+ headwords, romanization, definitions and examples. Not strictly lexical: entries are syllables, words, proverbs, and expressions. Indexed by romanization and by radical+stroke. Major alphabetic headings for Yi Pinyin graphemes in their standard order. Thirteen appendices, e.g., language standards; geographic regions; minority nationalities; Chinese history; chemical elements; Yi syllabary table; map of Yi region with Yi names.",book,t4lfjqdjxf,,,7-5409-1980-9/H·66,,August 1997,,,,
online,,wiki-abkhaz,Abkhaz Alphabet,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Abkhaz_alphabet,2011-07-07,,,,,,,,,"script-cyrl, lang-abk",,,"This Wikipedia page describes the development of the Abkhazian alphabet, and provides a list of the (Cyrillic) letters used for writing the language.",webpage,t9euzzakww,Abkhaz Alphabet,Wikipedia,,,2011-07-07,,,,
online,,wiki-acute,Acute Accent,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Acute_accent,2011-03-29,,,,,,,,,"char-00b4, char-0301",,,Wikipedia article about the acute accent.,webpage,bpz8ugbqqz,Acute accent,Wikipedia,,,"Accessed 29 March, 2011",,,,
online,,wiki-adyghe,Adyghe Language: Orthography,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Adyghe_language#Orthography,2011-07-02,,,,,,,,,lang-ady,,,"This is part of the Wikipedia article on the Adyghe Language. This section relates to how the language is written, and provides a chart showing the Cyrillic letters required to write it.",webpage,k9eusx2vnw,Adyghe Language: Orthography,Wikipedia,,,2011-07-02,,,,
online,,wiki-aleut,Aleut Language: Orthography,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Aleut_language#Orthography,,2025-11-21,,,,,,,,lang-ale,,,This section of the Wikipedia article on the Aleut language focuses on its orthography. Both the historic (Cyrillic) and modern (Latin) forms of Aleut writing are discussed briefly.,webpage,npzfayjj9a,Aleut Language: Orthography,Wikipedia,,,,,,,
online,,wiki-avestan,Avestan Language,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Avestan_language,2010-07-02,,,,,,,,,script-avst,,,,webpage,hgjdfew9ct,Avestan Language,Wikipedia,,,Accessed 2 July 2010,,,,
online,,wiki-azerbaijani,Azerbaijani Alphabet,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Azerbaijani_alphabet,2011-06-21,,,,,,,,,lang-aze,,,"This Wikipedia article outlines the history of Azerbaijani writing, and its development through the Arabic, Cyrillic and Latin scripts. A transliteration table is provided to show which letters are used in each of these scripts to represent a given sound.",webpage,v5ufy54br4,Azerbaijani Alphabet,Wikipedia,,,2011-06-21,,,,
online,,wiki-aztec,Aztec Script,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Aztec_writing,2011-11-07,,,,,,,,,script-qa26,,,This is the Wikipedia page for Aztec writing. It describes the structure of the script and how it was used.,webpage,jl7s78wpun,Aztec Script,Wikipedia,,,Accessed 2011-11-07,,,,
online,,wiki-balti,Balti Dialect,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Balti_language#Script,2010-07-02,,,,,,,,,script-qaab,,,,webpage,u633wm67xv,Balti Dialect,Wikipedia,,,Accessed 2 July 2010,,,,
online,,wiki-bashkir,Bashkir Language - Alphabet and Dialects,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Bashkir_language#Alphabet_and_dialects,2011-07-05,,,,,,,,,lang-bak,,,"This is part of the Wikipedia page for the Bashkir language. This section discusses the three main dialects of the language, and provides a brief history of the Cyrillic-based Bashkir alphabet. The letters used for writing Bashkir are provided.",webpage,slb2yknsqh,Bashkir Language - Alphabet and Dialects,Wikipedia,,,2011-07-05,,,,
online,,wiki-breve,Breve,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Breve,2011-03-30,,,,,,,,,"char-02d8, char-0306",,,Wikipedia article about the breve diacritic.,webpage,wshjqhvgbe,Breve Wikipedia Page,Wikipedia,,,"Accessed 30 March, 2011",,,,
online,,wiki-byblos,Byblos Syllabary,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Byblos_syllabary,2011-11-10,,,,,,,,,script-qa29,,,"This article describes the Byblos script, with a focus on particular Byblos inscriptions and their attempted decipherment.",webpage,auj3ynxqa9,Byblos Syllabary,Wikipedia,,,Accessed 2011-11-10,,,,
online,,wiki-capital-eszett,Capital ß,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Capital_%C3%9F,2011-01-29,,,,,,,,,char-1e9e,,,"Wikipedia article about the capital eszett, or sharp s.",webpage,s4cfhf9h38,Capital ß,Wikipedia,,,2011-01-29,,,,
online,,wiki-cedilla,Cedilla,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Cedilla,2011-03-30,,,,,,,,,"char-00b8, char-0327",,,Wikipedia article about the cedilla.,webpage,lwew6m42nm,Wikipedia Page - Cedilla,Wikipedia,,,"Accessed 30 March, 2011",,,,
online,,wiki-chechen,Chechen Language - Alphabets,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Chechen_language#Alphabets,2011-07-01,,,,,,,,,lang-che,,,"This is part of the Wikipedia page for the Chechen language. It describes the use of the Georgian, Latin and Cyrillic alphabets for writing Chechen.",webpage,kdnbkp3p4e,Chechen Language - Alphabets,Wikipedia,,,2011-07-01,,,,
online,,wiki-chuvash,Chuvash Language - Writing Systems,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Chuvash_language#Writing_systems,2011-07-02,,,,,,,,,lang-chv,,,"This is the portion of the Chuvash Wikipedia article which deals with the written form of the language. It provides a chart of the letters currently used for writing Chuvash in a Cyrillic-based alphabet, and briefly describes previous writing systems for the language.",webpage,ffxsqmpydx,Chuvash Language - Writing Systems,Wikipedia,,,2011-07-02,,,,
online,,wiki-circumflex,Circumflex,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Circumflex,2011-03-30,,,,,,,,,"char-02c6, char-0302",,,Wikipedia article about the circumflex.,webpage,w2bgwtvjdg,Circumflex,Wikipedia,,,"Accessed 30 March, 2011",,,,
online,,wiki-comma,Comma,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Comma,2011-03-30,,,,,,,,,"char-0326, char-002c",,,Wikipedia article about the comma. See section 5 for information about the combining comma diacritic.,webpage,jub45fqs8r,Comma,Wikipedia,,,"Accessed 30 March, 2011",,,,
online,f,wiki-coretext,Core Text,,,,,,,Wikipedia,22,https://en.wikipedia.org/wiki/Core_Text,,2025-11-19,,,,,,,,"fonts, rendering",,,,,,,Wikipedia,,,,,,,
online,,wiki-crimean,Crimean Tatar Language - Writing Systems,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Crimean_Tatar_language#Writing_systems,2011-07-01,,,,,,,,,lang-crh,,,This is part of the Crimean Tatar (Crimean Turkish) Wikipedia page. This section provides charts showing which letters are used to represent which sounds in both the Cyrillic and the Latin alphabets. A small sample of text is also provided to compare the written forms of Turkish and Crimean Turkish.,webpage,gsbh5us3c5,Crimean Tatar Language - Writing Systems,Wikipedia,,,2011-07-01,,,,
online,,wiki-cyrillic-derived,Cyrillic-derived Alphabets,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Cyrillic_alphabet_variants,2011-06-23,,,,,,,,,"script-cyrl, lang-bel, lang-bos, lang-bul, lang-mkd, lang-rus, lang-rue, lang-srp, lang-ukr, lang-krl, lang-koi, lang-chm, lang-oss, lang-tgk, lang-mon, lang-abk, lang-ava, lang-aze, lang-bak, lang-chv, lang-kaz, lang-kir, lang-tat, lang-uzb, lang-dng",,,"A list of languages which use the Cyrillic alphabet, and information about which characters are required to write each language, is provided on this Wikipedia page. Please note that this list is not exhaustive.",webpage,cbwhdxg2rl,Cyrillic-derived Alphabets,Wikipedia,,,Accessed 2011-06-23,,,,
online,,wiki-din31635,DIN 31635 (Arabic script transliteration),,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/DIN_31635,,2025-11-21,,,,,,,,"script-arab, analysis, transliteration",,,"DIN 31635 is a Deutsches Institut für Normung (DIN) standard for the transliteration of the Arabic alphabet adopted in 1982. It is based on the rules of the Deutsche Morgenländische Gesellschaft (DMG) as modified by the International Orientalist Congress 1935 in Rome. The most important differences from English-based systems were doing away with j, because it stood for /dʒ/ in the English-speaking world and for /j/ in the German-speaking world and the entire absence of digraphs like th, dh, kh, gh, sh. Its acceptance relies less on its official status than on its elegance (one sign for each Arabic letter) and the Geschichte der arabischen Literatur manuscript catalogue of Carl Brockelmann and the dictionary of Hans Wehr. Today it is used in most German-language publications of Arabic and Islamic studies.",webpage,n5tzcjeh62,,Wikipedia,,,,,,,
online,f,wiki-directwrite,DirectWrite,,,,,,,Wikipedia,22,https://en.wikipedia.org/wiki/DirectWrite,,2025-11-19,,,,,,,,"fonts, rendering",,,,,,,Wikipedia,,,,,,,
online,,wiki-double,Double Acute Accent,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Double_acute_accent,,2025-11-21,,,,,,,,"char-02dd, char-030b, lang-hun",,,"Wikipedia article about the double acute accent, used for writing Hungarian and consequently also called the Hungarumlaut.",webpage,ryvsxjarq7,Wikipedia Page - Double Acute Accent,Wikipedia,,,,,,,
online,,wiki-dungan,Dungan Language: Writing System,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Dungan_language#Writing_system,2011-06-20,,,,,,,,,lang-dng,,,"This is part of the Wikipedia page for the Dungan language, the only variety of Chinese which is not written using Chinese characters. Instead a modified Cyrillic script is used. This portion of the article contains a chart showing which Cyrillic letters are used, and the sounds they represent.",webpage,qgrttr52z8,Dungan Language: Writing System,Wikipedia,,,2011-06-20,,,,
online,,wiki-early-cyrillic,Early Cyrillic Alphabet,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Early_Cyrillic_alphabet,2010-07-06,,,,,,,,,script-cyrs,,,,webpage,crkfu7npmb,Early Cyrillic Alphabet,Wikipedia,,,Accessed 6 July 2010,,,,
online,,wiki-eshkol-wachman,Eshkol-Wachman Movement Notation,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Eshkol-Wachman_Movement_Notation,2010-10-05,,,,,,,,,script-qaah,,,,webpage,bjeskhpgrr,,Wikipedia,,,"Accessed 5 October, 2010",,,,
online,,wiki-eszett,Eszett,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Eszett,2011-03-11,,,,,,,,,char-00df,,,"Wikipedia article about the eszett, or sharp s.",webpage,cyebl4k3dc,Eszett,Wikipedia,,,2011-03-11,,,,
online,,wiki-evenki,Evenki  Language: Orthography,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Evenk_language#Orthography,2011-07-01,,,,,,,,,lang-evn,,,"This is part of the Wikipedia page for Evenki. This section shows which characters are needed for writing the language in the Cyrillic, Mongolian and Latin scripts.",webpage,znkz5gd2d7,Evenki  Language: Orthography,Wikipedia,,,2011-07-01,,,,
online,,wiki-gagauz,Gagauz Language,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Gagauz_language,2011-07-07,,,,,,,,,lang-gag,,,"This is the Wikipedia page for the Gagauz language. The page is short, and focuses on the written form of the language.",webpage,l56dfy4twq,Gagauz Language,Wikipedia,,,2011-07-07,,,,
online,,wiki-grave,Grave Accent,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Grave_accent,2011-03-30,,,,,,,,,"char-0060, char-0300",,,Wikipedia article about the grave diacritic.,webpage,kjc437bzue,Grave Accent,Wikipedia,,,"Accessed 30 March, 2011",,,,
online,,wiki-hacek,Hacek,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Hacek,2011-03-30,,,,,,,,,"char-02c7, char-030c",,,Wikipedia article about the caron (or háček) diacritic.,webpage,zwdzryn8yf,Hacek,Wikipedia,,,"Accessed 30 March, 2011",,,,
online,,wiki-handwriting,Handwriting recognition,,,,,,,Wikipedia,22,https://en.wikipedia.org/wiki/Handwriting_recognition,,2025-11-19,,,,,,,,input,,,,,,,Wikipedia,,,,,,,
online,f,wiki-harfbuzz,HarfBuzz,,,,,,,Wikipedia,22,https://en.wikipedia.org/wiki/HarfBuzz,,2025-11-19,,,,,,,,"fonts, rendering, opentype",,,,,,,Wikipedia,,,,,,,
online,,wiki-hook,Hook (diacritic),,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Hook_%28diacritic%29,2011-03-30,,,,,,,,,char-0309,,,Wikipedia article about the hook diacritic used for writing Vietnamese.,webpage,p52mmzuzvt,Hook Above,Wikipedia,,,"Accessed 30 March, 2011",,,,
online,,wiki-horn,Horn (diacritic),,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Horn_%28diacritic%29,2011-03-30,,,,,,,,,"char-031b, char-01a0, char-01a1, char-01af, char-01b0, char-1eda, char-1edb, char-1edc, char-1edd, char-1ede, char-1edf, char-1ee0, char-1ee1, char-1ee2, char-1ee3, char-1ee8, char-1ee9, char-1eea, char-1eeb, char-1eec, char-1eed, char-1eee, char-1eef, char-1ef0, char-1ef1",,,Wikipedia article about the horn diacritic used for writing Vietnamese.,webpage,mnc679a7lq,Wikipedia Page - Horn,Wikipedia,,,"Accessed 30 March, 2011",,,,
online,,wiki-iberian,Iberian Scripts,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Iberian_scripts,2011-11-08,,,,,,,,,script-qa37,,,"This is the Wikipedia article about the Iberian scripts. It covers the main variants of the scripts, and provides brief details of their history.",webpage,vsru3dtyyh,Iberian Scripts,Wikipedia,,,Accessed 2011-11-08,,,,
online,,wiki-interpunct,Interpunct,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Middle_dot,2011-03-30,,,,,,,,,char-00b7,,,"Wikipedia article about the interpunct diacritic, also called the middle dot.",webpage,e8vurhgrdv,Interpunct,Wikipedia,,,"Accessed 30 March, 2011",,,,
online,f,wiki-ipa,International Phonetic Alphabet,,,,,,,Wikipedia,22,https://en.wikipedia.org/wiki/International_Phonetic_Alphabet,,2025-11-19,,,,,,,,encoding,,,,,,,Wikipedia,,,,,,,
online,,wiki-irish,Irish Orthography,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Irish_orthography,2010-10-05,,,,,,,,,script-latg,,,,webpage,cxwflp2f62,Irish Orthography Wikipedia Page,Wikipedia,,,"Accessed 5 October, 2010",,,,
online,f,wiki-iso10646,Universal Coded Character Set,,,,,,,Wikipedia,22,https://en.wikipedia.org/wiki/Universal_Coded_Character_Set,,2025-11-19,,,,,,,,encoding,,,,,,,Wikipedia,,,,,,,
online,,wiki-kabardian,Kabardian Language - Orthography,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Kabardian_language#Orthography,2011-07-04,,,,,,,,,lang-kbd,,,This is part of the Wikipedia article on the Kabardian language. This section relates to the use of the Cyrillic alphabet to write Kabardian.,webpage,n7qghl3k59,Kabardian Language - Orthography,Wikipedia,,,2011-07-04,,,,
online,,wiki-karakalpak,Karakalpak Language - Writing System,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Karakalpak_language#Writing_system,2011-06-29,,,,,,,,,lang-kaa,,,"This Wikipedia segment briefly describes the history of written Karakalpak, and provides an alphabet chart showing which Cyrillic and Latin characters are used to represent which sounds.",webpage,k695fryp9z,Karakalpak Language - Writing System,Wikipedia,,,2011-06-29,,,,
online,,wiki-karelian,Karelian Alphabet,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Karelian_alphabet,2011-07-06,,,,,,,,,lang-krl,,,"This is a Wikipedia article describing the history of writing the Karelian language, and the present situation. The current, Latin-based, Karelian alphabet is provided with phonetic equivalents.",webpage,jbknnehr9n,Karelian Alphabet,Wikipedia,,,2011-07-06,,,,
online,,wiki-kazakh,Kazakh Alphabet,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Kazakh_alphabet,2011-06-30,,,,,,,,,lang-kaz,,,"This Wikipedia article provides information on the forms of the Cyrillic, Latin and Arabic scripts used to write the Kazakh language.",webpage,u864cey67u,Kazakh Alphabet,Wikipedia,,,2011-06-30,,,,
online,,wiki-khakas,Khakas Language,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Khakas_language,2011-07-01,,,,,,,,,lang-kjh,,,This Wikipedia article focuses on the dialects of Khakas and on the written forms of the language.,webpage,pgjtjb7uwc,Khakas Language,Wikipedia,,,2011-07-01,,,,
online,,wiki-kildin,Kildin Sami Orthography,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Kildin_Sami_orthography,2011-07-09,,,,,,,,,"script-latn, script-cyrl, lang-sjd",,,"This Wikipedia article outlines the changes which have been made to the Kildin Sami alphabet over the last century, with charts showing each of the alphabets used. Kildin Sami has been written in various forms of the Cyrillic and Latin scripts.",webpage,y33wkcs4dm,Kildin Sami Orthography,Wikipedia,,,2011-07-09,,,,
online,,wiki-kyrgyz,Kyrgyz Alphabet,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Kyrgyz_Cyrillic_alphabet,2011-06-23,,,,,,,,,"script-cyrl, script-arab, lang-kir",,,Kyrgyz is written with variants of both the Cyrillic and the Arabic scripts. This page provides a correspondence chart showing how to write each phoneme in both these scripts. A sample text is also provided in each script.,webpage,nrnlzgppps,Kyrgyz Alphabet,Wikipedia,,,Accessed 2011-06-23,,,,
online,,wiki-macedonian,Macedonian Orthography,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Macedonian_alphabet,2011-06-01,,,,,,,,,"script-cyrl, lang-mkd",,,"This article describes the Macedonian adaptation of the Cyrillic alphabet, including its history, and the language-specific conventions of spelling and punctuation.",webpage,ld444ztwld,Macedonian Orthography,Wikipedia,,,2011-06-01,,,,
online,,wiki-macron,Macron,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Macron,2011-03-25,,,,,,,,,"char-00af, char-0304, char-0331",,,Wikipedia article about the macron.,webpage,luzj9nzbmt,Wikipedia Page - Macron,Wikipedia,,,2011-03-25,,,,
online,,wiki-mansi,Mansi Alphabet,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Mansi_alphabet,2011-05-23,,,,,,,,,lang-mns,,,This is a short Wikipedia entry showing the Cyrillic-based alphabet used for writing the Mansi language.,webpage,ef8epzgp99,Mansi Alphabet,Wikipedia,,,2011-05-23,,,,
online,,wiki-math-sym,Table Of Mathematical Symbols,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Table_of_mathematical_symbols,2010-10-22,,,,,,,,,script-zmth,,,,webpage,ufneklv99b,Table Of Mathematical Symbols,Wikipedia,,,"Accessed 22 October, 2010",,,,
online,,wiki-mikmaq,Mi'kmaq Hieroglyphic Writing,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Mi%27kmaq_hieroglyphic_writing,2010-07-08,,,,,,,,,script-qabg,,,,webpage,z8memtn33d,Mi'kmaq Hieroglyphic Writing,Wikipedia,,,Accessed 8 July 2010,,,,
online,,wiki-moldovan,Moldovan Cyrillic Alphabet,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Moldovan_Cyrillic_alphabet,2011-06-23,,,,,,,,,"script-cyrl, lang-ron",,,This page describes the history of the Cyrillic script as used from 1938 to 1989 for the Romanian / Moldovan language. A chart showing the Cyrillic characters used is also included.,webpage,tlhyex5a8s,Moldovan Cyrillic Alphabet,Wikipedia,,,Accessed 2011-06-23,,,,
online,,wiki-mongolian,Mongolian Writing Systems,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Mongolian_writing_systems,2011-06-11,,,,,,,,,"script-mong, lang-khk",,,"This Wikipedia article describes the various scripts - including 'Phags-pa, Latin and Cyrillic - which have been used to write the Mongolian language.",webpage,fe35vhknw8,Mongolian Writing Systems,Wikipedia,,,2011-06-11,,,,
online,,wiki-mongolian-cyr,Mongolian Cyrillic Alphabet,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Mongolian_Cyrillic_alphabet,2011-06-23,,,,,,,,,"script-cyrl, lang-mon",,,"The Mongolian Cyrillic script is the writing system used for the Khalkha dialect of the Mongolian language, which is the standard dialect of the modern state of Mongolia. This Wikipedia page provides a chart of the Cyrillic letters needed to write Mongolian, and some of the features of the phonetic-orthographic interface of this particular writing system.",webpage,cp7dr9j245,Mongolian Cyrillic Alphabet,Wikipedia,,,Accessed 2011-06-23,,,,
online,,wiki-nogai,Nogai Language -  Alphabet,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Nogai_language#Alphabet,2011-07-07,,,,,,,,,lang-nog,,,"This portion of the Nogai Wikipedia article describes the use of the Arabic, Cyrillic and Latin scripts for writing the Nogai Language.",webpage,wqubujahde,Nogai Language -  Alphabet,Wikipedia,,,2011-07-07,,,,
online,f,wiki-ocr,Optical character recognition,,,,,,,Wikipedia,22,https://en.wikipedia.org/wiki/Optical_character_recognition,,2025-11-19,,,,,,,,input,,,,,,,Wikipedia,,,,,,,
online,,wiki-ogonek,Ogonek,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Ogonek,2011-03-29,,,,,,,,,"char-02db, char-0328",,,Wikipedia article about the ogonek.,webpage,gg92ndjw8g,Ogonek,Wikipedia,,,2011-03-29,,,,
online,f,wiki-opentype,OpenType,,,,,,,Wikipedia,22,https://en.wikipedia.org/wiki/OpenType,,2025-11-19,,,,,,,,"fonts, rendering, opentype",,,,,,,Wikipedia,,,,,,,
online,f,wiki-phonetic,Phonetic symbols in Unicode,,,,,,,Wikipedia,22,https://en.wikipedia.org/wiki/Phonetic_symbols_in_Unicode,,2025-11-19,,,,,,,,encoding,,,,,,,Wikipedia,,,,,,,
online,,wiki-ring,Ring (diacritic),,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Ring_%28diacritic%29,2011-03-20,,,,,,,,,"char-02da, char-030a",,,Wikipedia article about the ring diacritic.,webpage,wwqaqjbeje,Ring (diacritic),Wikipedia,,,2011-03-20,,,,
online,,wiki-romanian,Romanian Alphabet,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Romanian_alphabet,2011-06-27,,,,,,,,,"script-latn, lang-ron",,,This Wikipedia entry describes the development and features of Romanian writing using the Latin script.,webpage,jklkcdwfd6,Romanian Alphabet,Wikipedia,,,2011-06-27,,,,
online,,wiki-rupee,Indian Rupee Symbol,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Indian_rupee_sign,2011-08-27,,,,,,,,,char-20b9,,,"This is the Wikipedia article relating to the Indian rupee symbol. It discusses the origin, design, and usage of the symbol.",webpage,q9rp2tktu3,Indian Rupee Symbol,Wikipedia,,,2011-08-27,,,,
online,,wiki-russian,Russian Alphabet,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Russian_alphabet,2011-07-07,,,,,,,,,"script-cyrl, lang-rus",,,"This Wikipedia article contains information about the Cyrillic alphabet as used for Russian. The article includes some historical information about the script, as well as details of the letters used, and the Russian keyboard layout.",webpage,kl22fz94z3,Russian Alphabet,Wikipedia,,,2011-07-07,,,,
online,,wiki-russian-cursive,Russian Cursive,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Russian_cursive,2011-06-23,,,,,,,,,"script-cyrl, lang-rus",,,"Russian cursive is the handwritten form of the modern Cyrillic script, used instead of the block letters seen in printed material. This Wikipedia page contains information relating to the history and features of this form of Cyrillic writing.",webpage,dqeg9364sm,Russian Cursive,Wikipedia,,,2011-06-23,,,,
online,,wiki-sakha,Sakha Script,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Sakha_writing_system,2010-11-05,,,,,,,,,lang-sah,,,This Wikipedia article describes the writing systems which have been applied over the years to the Sakha (Yakut) language. A chart is provided to show which letters have been used to represent which sounds.,webpage,wx52cmgchg,Sakha Script,Wikipedia,,,2010-11-05,,,,
online,,wiki-saraiki,Saraiki alphabet,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Saraiki_alphabet,,2025-11-21,,,,,,,,"script-arab, lang-skr",,,Writing systems used for Saraiki.,webpage,wznk748qdz,Saraiki alphabet,Wikipedia,,,,,,,
online,,wiki-saraiki-deva,Saraiki in Devanagari Script,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Saraiki_dialect#Devanagari_script,,2016-04-27,,,,,,,,"script-deva, lang-skr",,,Saraiki in Devanagari Script,webpage,wvckspulsw,Saraiki in Devanagri Script,Wikipedia,,,accessed 2016-04-27,,,,
online,,wiki-sawndip,Sawndip,,,,,,,Wikipedia,,https://en.wikipedia.org/wiki/Sawndip,2011-11-10,,,,,,,,,script-qa52,,,This page describes the history and use of the Zhuang Square script (also called Sawndip) and provides information about the script's features and behaviour.,webpage,hh7qdefkwb,Sawndip,Wikipedia,,,Accessed 2011-11-10,,,,
online,,wiki-script-adlm,Adlam script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Adlm,,2025-11-17,,,,,,,,script-adlm,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-afak,Afaka syllabary,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Afak,,2025-11-17,,,,,,,,script-afak,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-aghb,Caucasian Albanian script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Aghb,,2025-11-17,,,,,,,,script-aghb,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-ahom,Ahom script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Ahom,,2025-11-17,,,,,,,,script-ahom,,,,webpage,,,Wikipedia,,,,,,,
